id,user_id,foods_id,food_name,count,date,food_calories,food_carbs,food_protein,food_fats
559,15,,Trail Mix,50.0,2024-11-27 13:00:00,3.0,0.2,0.1,0.25
560,15,,Pasta Primavera,350.0,2024-11-27 13:00:00,1.5,0.3,0.08,0.05
561,15,,Eggs Benedict,200.0,2024-11-28 13:00:00,1.8,0.15,0.12,0.1
562,15,,Grapes,100.0,2024-11-28 13:00:00,0.69,0.18,0.01,0.002
563,15,,Veggie Burger,250.0,2024-11-28 13:00:00,1.5,0.2,0.1,0.08
564,15,,Cheese and Crackers,100.0,2024-11-28 13:00:00,2.5,0.3,0.15,0.2
565,15,,Chicken Alfredo,300.0,2024-11-28 13:00:00,1.8,0.25,0.18,0.1
566,15,,Muesli,150.0,2024-11-29 13:00:00,1.5,0.3,0.05,0.04
567,15,,Kiwi,100.0,2024-11-29 13:00:00,0.61,0.15,0.01,0.002
568,15,,BLT Sandwich,250.0,2024-11-29 13:00:00,2.0,0.25,0.15,0.1
569,15,,Almonds,50.0,2024-11-29 13:00:00,3.0,0.1,0.2,0.25
570,15,,Lentil Soup,300.0,2024-11-29 13:00:00,1.0,0.2,0.08,0.02
571,15,,Waffles,150.0,2024-11-30 13:00:00,2.0,0.35,0.06,0.08
572,15,,Pineapple,150.0,2024-11-30 13:00:00,0.5,0.13,0.01,0.002
573,15,,Falafel Wrap,250.0,2024-11-30 13:00:00,1.5,0.3,0.1,0.08
574,15,,Peanut Butter,50.0,2024-11-30 13:00:00,5.9,0.2,0.25,0.5
575,15,,Roast Chicken,300.0,2024-11-30 13:00:00,2.0,0.0,0.25,0.13
576,15,,Croissant,150.0,2024-12-01 13:00:00,1.8,0.3,0.05,0.1
577,15,,Strawberries,100.0,2024-12-01 13:00:00,0.32,0.08,0.01,0.002
578,15,,Veggie Pizza,250.0,2024-12-01 13:00:00,2.0,0.3,0.12,0.1
579,15,,Cashews,50.0,2024-12-01 13:00:00,5.5,0.2,0.18,0.44
580,15,,Shrimp Stir Fry,300.0,2024-12-01 13:00:00,1.5,0.1,0.2,0.08
581,15,,Bagel,150.0,2024-12-02 13:00:00,2.5,0.45,0.1,0.15
582,15,,Blueberries,100.0,2024-12-02 13:00:00,0.57,0.14,0.01,0.002
583,15,,Chicken Salad,250.0,2024-12-02 13:00:00,1.2,0.1,0.15,0.08
584,15,,Walnuts,50.0,2024-12-02 13:00:00,6.5,0.14,0.15,0.65
585,15,,Beef Stew,300.0,2024-12-02 13:00:00,1.8,0.2,0.18,0.1
696,15,,Oatmeal,150.0,2024-12-03 13:00:00,1.5,0.27,0.05,0.03
697,15,,Banana,120.0,2024-12-03 13:00:00,0.89,0.23,0.01,0.003
698,15,,Grilled Chicken,200.0,2024-12-03 13:00:00,2.3,0.0,0.31,0.05
699,15,,Sweet Potato,150.0,2024-12-03 13:00:00,0.86,0.2,0.02,0.003
700,15,,Salmon,180.0,2024-12-03 13:00:00,2.0,0.0,0.25,0.13
701,15,,Greek Yogurt,200.0,2024-12-04 13:00:00,0.59,0.04,0.1,0.03
702,15,,Whole Grain Toast,60.0,2024-12-04 13:00:00,2.5,0.45,0.13,0.04
703,15,,Tuna Sandwich,250.0,2024-12-04 13:00:00,2.0,0.25,0.2,0.1
704,15,,Apple,180.0,2024-12-04 13:00:00,0.52,0.14,0.003,0.002
705,15,,Spaghetti Bolognese,350.0,2024-12-04 13:00:00,1.5,0.3,0.08,0.05
706,15,,Scrambled Eggs,150.0,2024-12-05 13:00:00,1.48,0.01,0.13,0.1
707,15,,Avocado Toast,180.0,2024-12-05 13:00:00,2.4,0.2,0.06,0.22
708,15,,Chicken Caesar Salad,300.0,2024-12-05 13:00:00,1.2,0.1,0.15,0.08
709,15,,Protein Bar,60.0,2024-12-05 13:00:00,3.5,0.4,0.2,0.1
710,15,,Stir-Fried Rice,300.0,2024-12-05 13:00:00,1.3,0.28,0.05,0.03
711,15,,Pancakes,150.0,2024-12-06 13:00:00,2.0,0.35,0.06,0.08
712,15,,Orange Juice,200.0,2024-12-06 13:00:00,0.45,0.11,0.001,0.001
713,15,,Turkey Sandwich,250.0,2024-12-06 13:00:00,1.8,0.25,0.15,0.07
714,15,,Carrot Sticks,100.0,2024-12-06 13:00:00,0.41,0.1,0.01,0.002
715,15,,Beef Stir Fry,300.0,2024-12-06 13:00:00,2.5,0.15,0.2,0.12
716,15,,Smoothie,250.0,2024-12-07 13:00:00,0.8,0.2,0.03,0.01
717,15,,Egg Salad,150.0,2024-12-07 13:00:00,1.5,0.02,0.1,0.12
718,15,,Grilled Cheese,200.0,2024-12-07 13:00:00,2.5,0.3,0.15,0.2
719,15,,Fruit Salad,150.0,2024-12-07 13:00:00,0.5,0.12,0.01,0.002
720,15,,Chicken Curry,300.0,2024-12-07 13:00:00,1.8,0.25,0.18,0.1
721,15,,Cereal,100.0,2024-12-08 13:00:00,1.1,0.25,0.02,0.01
722,15,,Milk,200.0,2024-12-08 13:00:00,0.5,0.05,0.03,0.02
723,15,,Ham Sandwich,250.0,2024-12-08 13:00:00,2.0,0.3,0.15,0.1
724,15,,Yogurt,150.0,2024-12-08 13:00:00,0.6,0.08,0.05,0.03
725,15,,Pasta,300.0,2024-12-08 13:00:00,1.5,0.35,0.07,0.04
726,15,,Bagel with Cream Cheese,150.0,2024-12-17 08:00:00,2.5,0.45,0.1,0.15
727,15,,Apple,180.0,2024-12-17 10:00:00,0.52,0.14,0.003,0.002
728,15,,Chicken Wrap,250.0,2024-12-17 13:00:00,1.8,0.25,0.15,0.07
729,15,,Mixed Nuts,50.0,2024-12-17 15:00:00,3.0,0.2,0.1,0.25
730,15,,Steak and Vegetables,300.0,2024-12-17 19:00:00,2.5,0.15,0.2,0.12
731,15,,Toast with Avocado,150.0,2024-12-18 08:00:00,2.4,0.2,0.06,0.22
732,15,,Orange,130.0,2024-12-18 10:00:00,0.47,0.12,0.01,0.002
733,15,,Quinoa Salad,200.0,2024-12-18 13:00:00,1.2,0.21,0.04,0.02
734,15,,Granola Bar,60.0,2024-12-18 15:00:00,3.5,0.4,0.2,0.1
735,15,,Grilled Fish,250.0,2024-12-18 19:00:00,2.0,0.0,0.25,0.13
736,15,,Porridge,200.0,2024-12-19 08:00:00,1.0,0.2,0.03,0.01
737,15,,Berries,100.0,2024-12-19 10:00:00,0.5,0.12,0.01,0.002
738,15,,Turkey and Cheese Sandwich,250.0,2024-12-19 13:00:00,2.0,0.3,0.15,0.1
739,15,,Hummus and Veggies,150.0,2024-12-19 15:00:00,1.0,0.15,0.05,0.05
740,15,,Beef Tacos,300.0,2024-12-19 19:00:00,2.5,0.35,0.2,0.15
741,15,,French Toast,150.0,2024-12-20 08:00:00,2.0,0.35,0.06,0.08
742,15,,Pear,150.0,2024-12-20 10:00:00,0.57,0.15,0.01,0.002
743,15,,Chicken Burrito,300.0,2024-12-20 13:00:00,1.8,0.25,0.15,0.07
744,15,,Trail Mix,50.0,2024-12-20 15:00:00,3.0,0.2,0.1,0.25
745,15,,Pasta Primavera,350.0,2024-12-20 19:00:00,1.5,0.3,0.08,0.05
746,15,,Eggs Benedict,200.0,2024-12-21 08:00:00,1.8,0.15,0.12,0.1
747,15,,Grapes,100.0,2024-12-21 10:00:00,0.69,0.18,0.01,0.002
748,15,,Veggie Burger,250.0,2024-12-21 13:00:00,1.5,0.2,0.1,0.08
749,15,,Cheese and Crackers,100.0,2024-12-21 15:00:00,2.5,0.3,0.15,0.2
750,15,,Chicken Alfredo,300.0,2024-12-21 19:00:00,1.8,0.25,0.18,0.1
751,15,,Muesli,150.0,2024-12-22 08:00:00,1.5,0.3,0.05,0.04
752,15,,Kiwi,100.0,2024-12-22 10:00:00,0.61,0.15,0.01,0.002
753,15,,BLT Sandwich,250.0,2024-12-22 13:00:00,2.0,0.25,0.15,0.1
754,15,,Almonds,50.0,2024-12-22 15:00:00,3.0,0.1,0.2,0.25
755,15,,Lentil Soup,300.0,2024-12-22 19:00:00,1.0,0.2,0.08,0.02
756,15,,Waffles,150.0,2024-12-23 08:00:00,2.0,0.35,0.06,0.08
757,15,,Pineapple,150.0,2024-12-23 10:00:00,0.5,0.13,0.01,0.002
758,15,,Falafel Wrap,250.0,2024-12-23 13:00:00,1.5,0.3,0.1,0.08
759,15,,Peanut Butter,50.0,2024-12-23 15:00:00,5.9,0.2,0.25,0.5
760,15,,Roast Chicken,300.0,2024-12-23 19:00:00,2.0,0.0,0.25,0.13
761,15,,Croissant,150.0,2024-12-24 08:00:00,1.8,0.3,0.05,0.1
762,15,,Strawberries,100.0,2024-12-24 10:00:00,0.32,0.08,0.01,0.002
763,15,,Veggie Pizza,250.0,2024-12-24 13:00:00,2.0,0.3,0.12,0.1
764,15,,Cashews,50.0,2024-12-24 15:00:00,5.5,0.2,0.18,0.44
765,15,,Shrimp Stir Fry,300.0,2024-12-24 19:00:00,1.5,0.1,0.2,0.08
766,15,,Oatmeal,150.0,2024-12-08 08:00:00,1.5,0.27,0.05,0.03
767,15,,Banana,120.0,2024-12-08 10:00:00,0.89,0.23,0.01,0.003
768,15,,Grilled Chicken,200.0,2024-12-08 13:00:00,2.3,0.0,0.31,0.05
769,15,,Sweet Potato,150.0,2024-12-08 16:00:00,0.86,0.2,0.02,0.003
770,15,,Salmon,180.0,2024-12-08 19:00:00,2.0,0.0,0.25,0.13
771,15,,Greek Yogurt,200.0,2024-12-09 08:00:00,0.59,0.04,0.1,0.03
772,15,,Whole Grain Toast,60.0,2024-12-09 10:00:00,2.5,0.45,0.13,0.04
773,15,,Tuna Sandwich,250.0,2024-12-09 13:00:00,2.0,0.25,0.2,0.1
774,15,,Apple,180.0,2024-12-09 15:00:00,0.52,0.14,0.003,0.002
775,15,,Spaghetti Bolognese,350.0,2024-12-09 19:00:00,1.5,0.3,0.08,0.05
776,15,,Scrambled Eggs,150.0,2024-12-10 08:00:00,1.48,0.01,0.13,0.1
777,15,,Avocado Toast,180.0,2024-12-10 10:00:00,2.4,0.2,0.06,0.22
778,15,,Chicken Caesar Salad,300.0,2024-12-10 13:00:00,1.2,0.1,0.15,0.08
779,15,,Protein Bar,60.0,2024-12-10 15:00:00,3.5,0.4,0.2,0.1
780,15,,Stir-Fried Rice,300.0,2024-12-10 19:00:00,1.3,0.28,0.05,0.03
781,15,,Pancakes,150.0,2024-12-11 08:00:00,2.0,0.35,0.06,0.08
782,15,,Orange Juice,200.0,2024-12-11 10:00:00,0.45,0.11,0.001,0.001
783,15,,Turkey Sandwich,250.0,2024-12-11 13:00:00,1.8,0.25,0.15,0.07
784,15,,Carrot Sticks,100.0,2024-12-11 15:00:00,0.41,0.1,0.01,0.002
785,15,,Beef Stir Fry,300.0,2024-12-11 19:00:00,2.5,0.15,0.2,0.12
786,15,,Smoothie,250.0,2024-12-12 08:00:00,0.8,0.2,0.03,0.01
787,15,,Egg Salad,150.0,2024-12-12 10:00:00,1.5,0.02,0.1,0.12
788,15,,Grilled Cheese,200.0,2024-12-12 13:00:00,2.5,0.3,0.15,0.2
789,15,,Fruit Salad,150.0,2024-12-12 15:00:00,0.5,0.12,0.01,0.002
790,15,,Chicken Curry,300.0,2024-12-12 19:00:00,1.8,0.25,0.18,0.1
791,15,,Cereal,100.0,2024-12-13 08:00:00,1.1,0.25,0.02,0.01
792,15,,Milk,200.0,2024-12-13 10:00:00,0.5,0.05,0.03,0.02
793,15,,Ham Sandwich,250.0,2024-12-13 13:00:00,2.0,0.3,0.15,0.1
794,15,,Yogurt,150.0,2024-12-13 15:00:00,0.6,0.08,0.05,0.03
795,15,,Pasta,300.0,2024-12-13 19:00:00,1.5,0.35,0.07,0.04
796,15,,Bagel with Cream Cheese,150.0,2024-12-14 08:00:00,2.5,0.45,0.1,0.15
797,15,,Apple,180.0,2024-12-14 10:00:00,0.52,0.14,0.003,0.002
798,15,,Chicken Wrap,250.0,2024-12-14 13:00:00,1.8,0.25,0.15,0.07
799,15,,Mixed Nuts,50.0,2024-12-14 15:00:00,3.0,0.2,0.1,0.25
800,15,,Steak and Vegetables,300.0,2024-12-14 19:00:00,2.5,0.15,0.2,0.12
801,15,,Toast with Avocado,150.0,2024-12-15 08:00:00,2.4,0.2,0.06,0.22
802,15,,Orange,130.0,2024-12-15 10:00:00,0.47,0.12,0.01,0.002
803,15,,Quinoa Salad,200.0,2024-12-15 13:00:00,1.2,0.21,0.04,0.02
804,15,,Granola Bar,60.0,2024-12-15 15:00:00,3.5,0.4,0.2,0.1
805,15,,Grilled Fish,250.0,2024-12-15 19:00:00,2.0,0.0,0.25,0.13
806,15,,Porridge,200.0,2024-12-16 08:00:00,1.0,0.2,0.03,0.01
807,15,,Berries,100.0,2024-12-16 10:00:00,0.5,0.12,0.01,0.002
808,15,,Turkey and Cheese Sandwich,250.0,2024-12-16 13:00:00,2.0,0.3,0.15,0.1
809,15,,Hummus and Veggies,150.0,2024-12-16 15:00:00,1.0,0.15,0.05,0.05
810,15,,Beef Tacos,300.0,2024-12-16 19:00:00,2.5,0.35,0.2,0.15
811,15,,Muffin,100.0,2024-12-02 09:00:00,2.5,0.45,0.05,0.15
812,15,,Orange,130.0,2024-12-03 10:30:00,0.47,0.12,0.01,0.002
813,15,,Chicken Soup,250.0,2024-12-04 12:00:00,0.8,0.1,0.1,0.05
814,15,,Granola,60.0,2024-12-05 15:00:00,3.5,0.4,0.2,0.1
815,15,,Fish Tacos,200.0,2024-12-06 19:00:00,1.5,0.2,0.15,0.08
816,15,,Smoothie,250.0,2024-12-07 08:30:00,0.8,0.2,0.03,0.01
817,15,,Egg Salad,150.0,2024-12-08 11:00:00,1.5,0.02,0.1,0.12
818,15,,Grilled Cheese,200.0,2024-12-09 13:00:00,2.5,0.3,0.15,0.2
819,15,,Fruit Salad,150.0,2024-12-10 16:00:00,0.5,0.12,0.01,0.002
820,15,,Chicken Curry,300.0,2024-12-11 19:00:00,1.8,0.25,0.18,0.1
821,15,,Cereal,100.0,2024-12-12 08:00:00,1.1,0.25,0.02,0.01
822,15,,Milk,200.0,2024-12-13 10:00:00,0.5,0.05,0.03,0.02
823,15,,Ham Sandwich,250.0,2024-12-14 12:30:00,2.0,0.3,0.15,0.1
824,15,,Yogurt,150.0,2024-12-15 15:00:00,0.6,0.08,0.05,0.03
825,15,,Pasta,300.0,2024-12-16 19:00:00,1.5,0.35,0.07,0.04
826,15,,Bagel with Cream Cheese,150.0,2024-12-17 08:00:00,2.5,0.45,0.1,0.15
827,15,,Apple,180.0,2024-12-18 10:00:00,0.52,0.14,0.003,0.002
828,15,,Chicken Wrap,250.0,2024-12-19 13:00:00,1.8,0.25,0.15,0.07
829,15,,Mixed Nuts,50.0,2024-12-20 15:00:00,3.0,0.2,0.1,0.25
830,15,,Steak and Vegetables,300.0,2024-12-21 19:00:00,2.5,0.15,0.2,0.12
831,15,,Toast with Avocado,150.0,2024-12-22 08:00:00,2.4,0.2,0.06,0.22
832,15,,Orange,130.0,2024-12-23 10:00:00,0.47,0.12,0.01,0.002
833,15,,Quinoa Salad,200.0,2024-12-24 13:00:00,1.2,0.21,0.04,0.02
834,15,,Granola Bar,60.0,2024-12-25 15:00:00,3.5,0.4,0.2,0.1
835,15,,Grilled Fish,250.0,2024-12-26 19:00:00,2.0,0.0,0.25,0.13
836,15,,Porridge,200.0,2024-12-27 08:00:00,1.0,0.2,0.03,0.01
837,15,,Berries,100.0,2024-12-28 10:00:00,0.5,0.12,0.01,0.002
838,15,,Turkey and Cheese Sandwich,250.0,2024-12-29 13:00:00,2.0,0.3,0.15,0.1
839,15,,Hummus and Veggies,150.0,2024-12-30 15:00:00,1.0,0.15,0.05,0.05
840,15,,Beef Tacos,300.0,2024-12-31 19:00:00,2.5,0.35,0.2,0.15
841,15,,Oatmeal,150.0,2024-12-25 08:00:00,1.5,0.27,0.05,0.03
842,15,,Banana,120.0,2024-12-26 10:00:00,0.89,0.23,0.01,0.003
843,15,,Grilled Chicken,200.0,2024-12-26 13:00:00,2.3,0.0,0.31,0.05
844,15,,Sweet Potato,150.0,2024-12-26 16:00:00,0.86,0.2,0.02,0.003
845,15,,Greek Yogurt,200.0,2024-12-27 08:00:00,0.59,0.04,0.1,0.03
846,15,,Whole Grain Toast,60.0,2024-12-27 10:00:00,2.5,0.45,0.13,0.04
847,15,,Tuna Sandwich,250.0,2024-12-27 13:00:00,2.0,0.25,0.2,0.1
848,15,,Apple,180.0,2024-12-27 15:00:00,0.52,0.14,0.003,0.002
849,15,,Scrambled Eggs,150.0,2024-12-28 08:00:00,1.48,0.01,0.13,0.1
850,15,,Avocado Toast,180.0,2024-12-28 10:00:00,2.4,0.2,0.06,0.22
851,15,,Chicken Caesar Salad,300.0,2024-12-28 13:00:00,1.2,0.1,0.15,0.08
852,15,,Protein Bar,60.0,2024-12-28 15:00:00,3.5,0.4,0.2,0.1
853,15,,Pancakes,150.0,2024-12-29 08:00:00,2.0,0.35,0.06,0.08
854,15,,Orange Juice,200.0,2024-12-29 10:00:00,0.45,0.11,0.001,0.001
855,15,,Turkey Sandwich,250.0,2024-12-29 13:00:00,1.8,0.25,0.15,0.07
856,15,,Carrot Sticks,100.0,2024-12-29 15:00:00,0.41,0.1,0.01,0.002
857,15,,Smoothie,250.0,2024-12-30 08:00:00,0.8,0.2,0.03,0.01
858,15,,Egg Salad,150.0,2024-12-30 10:00:00,1.5,0.02,0.1,0.12
859,15,,Grilled Cheese,200.0,2024-12-30 13:00:00,2.5,0.3,0.15,0.2
860,15,,Fruit Salad,150.0,2024-12-30 15:00:00,0.5,0.12,0.01,0.002
861,15,,Cereal,100.0,2024-12-31 08:00:00,1.1,0.25,0.02,0.01
862,15,,Milk,200.0,2024-12-31 10:00:00,0.5,0.05,0.03,0.02
863,15,,Ham Sandwich,250.0,2024-12-31 13:00:00,2.0,0.3,0.15,0.1
864,15,,Yogurt,150.0,2024-12-31 15:00:00,0.6,0.08,0.05,0.03
865,15,,Bagel with Cream Cheese,150.0,2025-01-01 08:00:00,2.5,0.45,0.1,0.15
866,15,,Apple,180.0,2025-01-01 10:00:00,0.52,0.14,0.003,0.002
867,15,,Chicken Wrap,250.0,2025-01-01 13:00:00,1.8,0.25,0.15,0.07
868,15,,Mixed Nuts,50.0,2025-01-01 15:00:00,3.0,0.2,0.1,0.25
869,15,,Toast with Avocado,150.0,2025-01-02 08:00:00,2.4,0.2,0.06,0.22
870,15,,Orange,130.0,2025-01-02 10:00:00,0.47,0.12,0.01,0.002
871,15,,Quinoa Salad,200.0,2025-01-02 13:00:00,1.2,0.21,0.04,0.02
872,15,,Granola Bar,60.0,2025-01-02 15:00:00,3.5,0.4,0.2,0.1
873,15,,Porridge,200.0,2025-01-03 08:00:00,1.0,0.2,0.03,0.01
874,15,,Berries,100.0,2025-01-03 10:00:00,0.5,0.12,0.01,0.002
875,15,,Turkey and Cheese Sandwich,250.0,2025-01-03 13:00:00,2.0,0.3,0.15,0.1
876,15,,Hummus and Veggies,150.0,2025-01-03 15:00:00,1.0,0.15,0.05,0.05
877,15,,Oatmeal,150.0,2024-12-25 08:00:00,1.5,0.27,0.05,0.03
878,15,,Banana,120.0,2024-12-26 12:00:00,0.89,0.23,0.01,0.003
879,15,,Grilled Chicken,200.0,2024-12-26 18:00:00,2.3,0.0,0.31,0.05
880,15,,Greek Yogurt,200.0,2024-12-27 08:00:00,0.59,0.04,0.1,0.03
881,15,,Whole Grain Toast,60.0,2024-12-27 12:00:00,2.5,0.45,0.13,0.04
882,15,,Tuna Sandwich,250.0,2024-12-27 18:00:00,2.0,0.25,0.2,0.1
883,15,,Scrambled Eggs,150.0,2024-12-28 08:00:00,1.48,0.01,0.13,0.1
884,15,,Avocado Toast,180.0,2024-12-28 12:00:00,2.4,0.2,0.06,0.22
885,15,,Chicken Caesar Salad,300.0,2024-12-28 18:00:00,1.2,0.1,0.15,0.08
886,15,,Pancakes,150.0,2024-12-29 08:00:00,2.0,0.35,0.06,0.08
887,15,,Orange Juice,200.0,2024-12-29 12:00:00,0.45,0.11,0.001,0.001
888,15,,Turkey Sandwich,250.0,2024-12-29 18:00:00,1.8,0.25,0.15,0.07
889,15,,Smoothie,250.0,2024-12-30 08:00:00,0.8,0.2,0.03,0.01
890,15,,Egg Salad,150.0,2024-12-30 12:00:00,1.5,0.02,0.1,0.12
891,15,,Grilled Cheese,200.0,2024-12-30 18:00:00,2.5,0.3,0.15,0.2
892,15,,Cereal,100.0,2024-12-31 08:00:00,1.1,0.25,0.02,0.01
893,15,,Milk,200.0,2024-12-31 12:00:00,0.5,0.05,0.03,0.02
894,15,,Ham Sandwich,250.0,2024-12-31 18:00:00,2.0,0.3,0.15,0.1
895,15,,Bagel with Cream Cheese,150.0,2025-01-01 08:00:00,2.5,0.45,0.1,0.15
896,15,,Apple,180.0,2025-01-01 12:00:00,0.52,0.14,0.003,0.002
897,15,,Chicken Wrap,250.0,2025-01-01 18:00:00,1.8,0.25,0.15,0.07
898,15,,Toast with Avocado,150.0,2025-01-02 08:00:00,2.4,0.2,0.06,0.22
899,15,,Orange,130.0,2025-01-02 12:00:00,0.47,0.12,0.01,0.002
900,15,,Quinoa Salad,200.0,2025-01-02 18:00:00,1.2,0.21,0.04,0.02
901,15,,Porridge,200.0,2025-01-03 08:00:00,1.0,0.2,0.03,0.01
902,15,,Berries,100.0,2025-01-03 12:00:00,0.5,0.12,0.01,0.002
903,15,,Turkey and Cheese Sandwich,250.0,2025-01-03 18:00:00,2.0,0.3,0.15,0.1
910,15,0,Rice with peas and cashews,350.0,2025-01-04,2.67960784313725,0.347647058823529,0.106470588235294,0.098235294117647
911,15,0,Tea,100.0,2025-01-04,0.194656488549618,0.041030534351145,0.00200381679389313,0.00114503816793893
913,15,0,Lasagnaaaa,50.0,2025-01-04,2.58333333333333,0.218,0.178,0.114266666666667
914,15,0,cheese,200.0,2025-01-04,2.2,1.4,0.632,0.608
916,15,0,Lasagnaaaa,300.0,2025-01-04,2.58333333333333,0.218,0.178,0.114266666666667
917,31,0,Fried Chicken,300.0,2025-01-05,2.58675595238095,0.183050595238095,0.211026785714286,0.114345238095238
918,31,0,Pizza,300.0,2025-01-05,2.63425925925926,0.307962962962963,0.114138888888889,0.101537037037037
